000 https://www.wikipedia.org/ https://www.wikipedia.org/ 0 15
087 https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
095 https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
099 https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
10 https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
100 https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
141 https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
165 https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
25 https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
491 https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
524 https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
685 https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
740 https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
957 https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
ac https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
across https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
afaan https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
afrikaans https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
ais https://www.wikipedia.org/ https://www.wikipedia.org/ 0 3
alemannisch https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
also https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
anar https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
android https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
app https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
apple https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
aragon https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
arm https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
arpitan https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
art https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
articles https://www.wikipedia.org/ https://www.wikipedia.org/ 0 8
artigos https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
artikel https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
asturianu https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
atikamekw https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
attribution https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
ava https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
available https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
ayisyen https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
aymar https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
az https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
baby https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
bahasa https://www.wikipedia.org/ https://www.wikipedia.org/ 0 6
bahaso https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
bahsa https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
bajau https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
bali https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
bamanankan https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
banjar https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
banyumasan https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
basa https://www.wikipedia.org/ https://www.wikipedia.org/ 0 4
base https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
batak https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
betawi https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
bikol https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
binisaya https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
birthday https://www.wikipedia.org/ https://www.wikipedia.org/ 0 5
bislama https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
bizaad https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
boarisch https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
bokm https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
bosanski https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
brezhoneg https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
bsczi https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
by https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
catal https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
central https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
chamoru https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
chavacano https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
chichewa https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
chishona https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
chitumbuka https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
collection https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
commons https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
community https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
compendium https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
content https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
coordination https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
corsu https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
creative https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
culos https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
customize https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
cymraeg https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
dagaare https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
dagbanli https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
dansk https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
davvis https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
de https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
deitsch https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
deutsch https://www.wikipedia.org/ https://www.wikipedia.org/ 0 3
devices https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
dictionary https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
din https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
directory https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
documentation https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
dolnoserbski https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
donation https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
download https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
dzhudezmo https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
eesti https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
egbe https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
emait https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
emigli https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
encyclopedia https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
english https://www.wikipedia.org/ https://www.wikipedia.org/ 0 5
espa https://www.wikipedia.org/ https://www.wikipedia.org/ 0 3
esperanto https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
estreme https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
euskara https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
experience https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
explore https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
faka https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
farefare https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
favorite https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
fiji https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
foundation https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
fran https://www.wikipedia.org/ https://www.wikipedia.org/ 0 3
franca https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
free https://www.wikipedia.org/ https://www.wikipedia.org/ 0 14
frysk https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
fulfulde https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
function https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
furlan https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
gaeilge https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
gaelg https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
gagana https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
gagauz https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
galego https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
ghanaian https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
globe https://www.wikipedia.org/ https://www.wikipedia.org/ 0 2
google https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
guide https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
gungbe https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
gure https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
gwiyannen https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
hak https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
hase https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
hausa https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
hawai https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
hesen https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
hib https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
hindi https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
hornjoserbsce https://www.wikipedia.org/ https://www.wikipedia.org/ 0 1
